digram,frequency,probability
ेह,3497,0.01086433100637196
ैं,3868,0.012016938041935012
ंर,483,0.0015005638764877486
ोग,2228,0.006921855728394832
ंभ,636,0.0019758977752509484
ीर,1485,0.004613534899760469
ेच,570,0.0017708517797060386
ेभ,666,0.0020691005004986347
ात,2982,0.009264350889620012
िब,263,0.0008170772246713828
ीभ,449,0.0013949341212070375
ीय,999,0.003103650750747952
ंत,1893,0.005881091963129002
ेस,4655,0.014461956200932649
ेर,1695,0.005265953976494273
िह,508,0.0015782328141941537
ेम,3218,0.009997545661568477
िग,340,0.0010562975528071107
ुन,1017,0.0031595723858965637
ित,2122,0.006592539432519673
ाअ,475,0.0014757098164216989
ोध,395,0.0012271692157612023
ीव,1160,0.0036038387095772015
ैस,667,0.002072207258006891
ाख,492,0.0015285246940620544
ीच,725,0.002252399193485751
ुप,590,0.0018329869298711627
ाध,447,0.001388720606190525
ुए,723,0.0022461856784692386
िइ,241,0.0007487285594897461
ेए,665,0.0020659937429903783
िष,195,0.0006058177141099605
ीन,2690,0.0083571776972092
ेद,1608,0.004995666073275983
ाय,2959,0.009192895466930119
िछ,217,0.0006741663792915972
ेख,1066,0.003311803503801118
िं,1449,0.004501691629463246
ाव,1984,0.006163806896380317
ुत,535,0.0016621152669170714
ाब,1936,0.006014682535984019
ोक,1175,0.0036504400722010446
ूम,300,0.0009320272524768624
ुआ,488,0.0015160976640290296
ंल,445,0.0013825070911740126
िज,599,0.0018609477474454685
ैब,75,0.0002330068131192156
ेट,1258,0.00390830094538631
ैफ,57,0.00017708517797060386
ंन,1713,0.005321875611642884
ाफ,1125,0.003495102196788234
ोज,714,0.0022182248608949326
ंइ,269,0.00083571776972092
ंव,599,0.0018609477474454685
ाड,334,0.0010376570077575734
िव,1311,0.004072959093323889
ीड,769,0.002389096523849024
ैऔ,288,0.000894746162377788
िट,565,0.0017553179921647576
ाऔ,603,0.0018733747774784934
ंउ,417,0.0012955178809428388
ीफ,533,0.001655901751900559
ौज,164,0.0005095082313540181
ूद,236,0.0007331947719484651
ेफ,386,0.0011992083981868962
ोअ,425,0.0013203719410088885
ोफ,197,0.000612031229126473
िप,781,0.0024263776139480985
ंय,283,0.0008792123748365069
ंप,1637,0.005085762041015413
ंम,1293,0.0040170374581752774
ंज,1152,0.003578984649511152
ंई,10,3.106757508256208e-05
ाभ,454,0.0014104679087483184
ीख,430,0.0013359057285501695
ेग,1003,0.003116077780780977
ैम,156,0.00048465417128796845
ोब,658,0.002044246440432585
ूअ,8,2.4854060066049664e-05
ैश,110,0.0003417433259081829
ंट,938,0.002914138542744323
ैप,105,0.00032620953836690183
ंए,372,0.0011557137930713094
ोउ,251,0.0007797961345723082
ोव,321,0.0009972691601502427
ौक,225,0.0006990204393576468
ीं,2279,0.0070803003613158985
ोर,1572,0.004883822802978759
ोह,676,0.0021001680755811966
ेआ,948,0.002945206117826885
ाउ,487,0.0015129909065207732
ोय,193,0.0005996041990934481
ेत,1586,0.004927317408094346
ीउ,358,0.0011122191879557224
ैट,73,0.0002267932981027032
ुम,417,0.0012955178809428388
ोआ,244,0.0007580488320145148
ंअ,500,0.001553378754128104
ंध,564,0.0017522112346565013
िख,452,0.001404254393731806
ाट,403,0.0012520232758272518
ुड,352,0.0010935786429061853
ाई,1364,0.004237617241261468
ीओ,201,0.0006244582591594978
ाओ,460,0.0014291084537978557
ुस,393,0.0012209557007446898
ाथ,2564,0.007965726251168918
िध,455,0.0014135746662565748
िम,933,0.002898604755203042
ेओ,32,9.941624026419866e-05
ोम,694,0.0021560897107298083
ीद,1248,0.0038772333703037476
ंख,257,0.0007984366796218455
ाश,649,0.002016285622858279
ंह,1522,0.004728484927565948
ूप,381,0.0011836746106456152
ोभ,294,0.0009133867074273251
ोत,665,0.0020659937429903783
िद,673,0.002090847803056428
ूक,363,0.0011277529754970036
ूल,317,0.0009848421301172179
िठ,14,4.349460511558691e-05
ीश,666,0.0020691005004986347
ाआ,392,0.0012178489432364335
ृद,25,7.76689377064052e-05
ूं,306,0.0009506677975263997
ुछ,503,0.0015626990266528727
ीअ,669,0.002078420773023403
ेऐ,61,0.0001895122080036287
ूह,181,0.0005623231089943736
ोए,186,0.0005778568965356547
ुश,266,0.0008263974971961513
ाष,381,0.0011836746106456152
ुद,451,0.00140114763622355
ंश,426,0.0013234786985171446
ीइ,386,0.0011992083981868962
ुष,151,0.00046912038374668743
ुई,409,0.001270663820876789
ैन,410,0.0012737705783850454
ून,389,0.001208528670711665
ोई,452,0.001404254393731806
ैज,159,0.0004939744438127371
ाँ,3,9.320272524768625e-06
ँप,1,3.106757508256208e-06
ौन,84,0.00026096763069352147
ैल,312,0.0009693083425759369
ंथ,148,0.0004598001112219188
ैत,144,0.000447373081188894
ेय,638,0.0019821112902674606
ूछ,171,0.0005312555339118116
िआ,174,0.0005405758064365802
ैअ,13,4.03878476073307e-05
ीघ,188,0.0005840704115521671
ंआ,496,0.0015409517240950793
ंऔ,417,0.0012955178809428388
ुओ,32,9.941624026419866e-05
ेऔ,301,0.0009351340099851186
ौत,349,0.0010842583703814166
िभ,234,0.0007269812569319527
ोघ,42,0.00013048381534676073
ोड,639,0.001985218047775717
ोऊ,4,1.2427030033024832e-05
ंछ,87,0.0002702879032182901
ूस,494,0.0015347382090785669
ृह,64,0.00019883248052839732
ंफ,177,0.0005498960789613489
ैर,139,0.00043183929364761295
ीऔ,467,0.0014508557563556491
िअ,218,0.0006772731367998534
ृत,214,0.0006648461067668285
ीछ,222,0.0006897001668328781
ोश,511,0.0015875530867189224
ोद,892,0.0027712276973645374
ौं,74,0.0002299000556109594
ेथ,365,0.001133966490513516
ेड,585,0.0018174531423298817
ीध,143,0.00044426632368063776
ेघ,254,0.0007891164070970768
ैव,69,0.00021436626806967837
ेऊ,26,8.07756952146614e-05
ीढ,19,5.9028392656867956e-05
ेढ,33,0.00010252299777245486
ैद,127,0.0003945582035485384
ुण,83,0.00025786087318526525
ाण,207,0.000643098804209035
ौऐ,1,3.106757508256208e-06
ूट,262,0.0008139704671631266
ुब,182,0.0005654298665026298
िफ,170,0.0005281487764035554
ुव,377,0.0011712475806125904
ुध,142,0.00044115956617238154
ूब,177,0.0005498960789613489
ौट,74,0.0002299000556109594
ंघ,156,0.00048465417128796845
ैह,16,4.970812013209933e-05
ीऐ,41,0.00012737705783850452
ुझ,185,0.0005747501390273985
ैऐ,8,2.4854060066049664e-05
ोथ,26,8.07756952146614e-05
ंठ,33,0.00010252299777245486
ाऊ,16,4.970812013209933e-05
ेठ,65,0.00020193923803665353
ोष,212,0.0006586325917503161
ीथ,609,0.0018920153225280307
ौध,29,9.009596773943004e-05
िउ,271,0.0008419312847374324
िड,151,0.00046912038374668743
ृण,3,9.320272524768625e-06
ूझ,18,5.592163514861175e-05
ेष,76,0.00023611357062747182
िऔ,34,0.00010562975528071108
ेध,80,0.00024854060066049666
ृष,47,0.00014601760288804178
ोण,8,2.4854060066049664e-05
ौद,31,9.630948275594246e-05
ौल,78,0.00024232708564398423
ृढ,2,6.213515016512416e-06
ेझ,34,0.00010562975528071108
ुभ,76,0.00023611357062747182
ुअ,32,9.941624026419866e-05
ीण,28,8.698921023117382e-05
ुट,163,0.000506401473845762
िझ,5,1.553378754128104e-05
िण,87,0.0002702879032182901
ुऔ,8,2.4854060066049664e-05
ैठ,173,0.000537469048928324
ौस,46,0.00014291084537978557
ाढ,48,0.000149124360396298
ीष,32,9.941624026419866e-05
ंझ,38,0.00011805678531373591
ाझ,55,0.00017087166295409146
ाघ,102,0.00031688926584213324
िघ,26,8.07756952146614e-05
ूज,189,0.0005871771690604234
ूव,67,0.00020815275305316594
ूध,27,8.388245272291762e-05
ैग,56,0.00017397842046234764
ूइ,4,1.2427030033024832e-05
ूड,90,0.0002796081757430587
ूए,34,0.00010562975528071108
ेछ,131,0.0004069852335815633
ाऐ,63,0.0001957257230201411
िच,146,0.0004535865962054064
ीठ,64,0.00019883248052839732
ुह,58,0.00018019193547886008
ंढ,25,7.76689377064052e-05
ोढ,21,6.524190767338037e-05
ाठ,43,0.00013359057285501695
ंऐ,32,9.941624026419866e-05
ंऋ,5,1.553378754128104e-05
ःक,4,1.2427030033024832e-05
ोऔ,55,0.00017087166295409146
ेण,12,3.72810900990745e-05
ुग,55,0.00017087166295409146
ूष,43,0.00013359057285501695
ोझ,33,0.00010252299777245486
ेः,7,2.1747302557793456e-05
ःप,4,1.2427030033024832e-05
ोठ,19,5.9028392656867956e-05
ूथ,12,3.72810900990745e-05
ूऔ,18,5.592163514861175e-05
ुय,14,4.349460511558691e-05
ैध,49,0.0001522311179045542
ीः,7,2.1747302557793456e-05
ःअ,2,6.213515016512416e-06
ौम,11,3.417433259081829e-05
ूय,46,0.00014291084537978557
िऐ,14,4.349460511558691e-05
ैउ,36,0.0001118432702972235
ीझ,20,6.213515016512416e-05
ूफ,20,6.213515016512416e-05
ोऐ,28,8.698921023117382e-05
ूआ,17,5.281487764035554e-05
ैच,86,0.0002671811457100339
ैइ,29,9.009596773943004e-05
ःस,6,1.864054504953725e-05
ृश,6,1.864054504953725e-05
ृप,12,3.72810900990745e-05
ैभ,13,4.03878476073307e-05
ौह,41,0.00012737705783850452
ीई,26,8.07756952146614e-05
ौफ,14,4.349460511558691e-05
ोओ,15,4.660136262384312e-05
ंओ,19,5.9028392656867956e-05
ुठ,31,9.630948275594246e-05
ौड,26,8.07756952146614e-05
ृं,13,4.03878476073307e-05
ूश,13,4.03878476073307e-05
िथ,42,0.00013048381534676073
ःब,5,1.553378754128104e-05
ौश,14,4.349460511558691e-05
ीऋ,1,3.106757508256208e-06
ूढ,28,8.698921023117382e-05
ःत,2,6.213515016512416e-06
ैए,6,1.864054504953725e-05
ुः,2,6.213515016512416e-06
ःए,2,6.213515016512416e-06
ौथ,27,8.388245272291762e-05
ेई,19,5.9028392656867956e-05
ुघ,24,7.4562180198149e-05
ूउ,8,2.4854060066049664e-05
ैआ,9,2.7960817574305873e-05
ूठ,42,0.00013048381534676073
ूँ,9,2.7960817574305873e-05
ँच,3,9.320272524768625e-06
ँत,2,6.213515016512416e-06
ँक,2,6.213515016512416e-06
ँड,1,3.106757508256208e-06
ँअ,1,3.106757508256208e-06
िओ,9,2.7960817574305873e-05
ूई,2,6.213515016512416e-06
ौच,2,6.213515016512416e-06
ूभ,13,4.03878476073307e-05
ाः,5,1.553378754128104e-05
ःआ,1,3.106757508256208e-06
ौग,4,1.2427030033024832e-05
ीऊ,6,1.864054504953725e-05
ुइ,5,1.553378754128104e-05
ौख,2,6.213515016512416e-06
ःश,2,6.213515016512416e-06
ैड,16,4.970812013209933e-05
ूः,1,3.106757508256208e-06
ौप,5,1.553378754128104e-05
ूख,26,8.07756952146614e-05
िा,2,6.213515016512416e-06
ूग,36,0.0001118432702972235
ौब,14,4.349460511558691e-05
ैख,4,1.2427030033024832e-05
ुच,26,8.07756952146614e-05
ृग,1,3.106757508256208e-06
ूण,3,9.320272524768625e-06
ःछ,1,3.106757508256208e-06
ूऐ,1,3.106757508256208e-06
ःच,1,3.106757508256208e-06
ंं,2,6.213515016512416e-06
ःम,3,9.320272524768625e-06
ुढ,3,9.320272524768625e-06
ेे,5,1.553378754128104e-05
ृज,12,3.72810900990745e-05
ःड,1,3.106757508256208e-06
ःह,2,6.213515016512416e-06
िई,9,2.7960817574305873e-05
ेि,1,3.106757508256208e-06
िऋ,3,9.320272524768625e-06
ौअ,4,1.2427030033024832e-05
ेा,1,3.106757508256208e-06
ौभ,3,9.320272524768625e-06
ाे,4,1.2427030033024832e-05
ौछ,3,9.320272524768625e-06
ःग,2,6.213515016512416e-06
ौव,4,1.2427030033024832e-05
ृस,2,6.213515016512416e-06
ृथ,1,3.106757508256208e-06
ाा,1,3.106757508256208e-06
ुउ,4,1.2427030033024832e-05
ैथ,9,2.7960817574305873e-05
िढ,1,3.106757508256208e-06
ँन,1,3.106757508256208e-06
ँऔ,1,3.106757508256208e-06
ेऋ,3,9.320272524768625e-06
ोे,1,3.106757508256208e-06
ःद,3,9.320272524768625e-06
ृक,3,9.320272524768625e-06
ैझ,1,3.106757508256208e-06
ंे,2,6.213515016512416e-06
ुथ,4,1.2427030033024832e-05
ःल,1,3.106757508256208e-06
ःय,1,3.106757508256208e-06
ःज,1,3.106757508256208e-06
ुँ,1,3.106757508256208e-06
ैा,2,6.213515016512416e-06
ूघ,1,3.106757508256208e-06
िे,1,3.106757508256208e-06
